utterance_id,conversation_id,text,speaker_id,character_name,gender,movie_id,movie_name,release_year,rating,votes,genre,entities,sentiment
L86666,L86664,"The only thing that cunt's had behind her is me and half the town fuckin' her.  Your first night away, I come over and drop off the spare keys like you wanted me to. You weren't gone two hours and she was aching to get me inside her. Like she was havin' some kind'a fit.",u509,GILL,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('half', 'CARDINAL'), ('first', 'ORDINAL'), ('two hours', 'TIME')]",0.296
L86665,L86664,"It's not her fault, Gill. She's had to take care of me all this time, cuz I'd just start throwin' up... choking. Just losin' my grip. And she listened. She listened to me.  And... I got better. I don't get nervous like I used to. And since we been together... she been faithful to me. Put all that junk behind her...",u516,RONNIE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Gill', 'PERSON')]",0.7883
L86663,L86660,"I know about how she was like. But we was different. I's the only person she talked to about it. How she's abused. Terrible things, Gill, just terrible...",u516,RONNIE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Gill', 'PERSON')]",-0.8338
L86657,L86657,Ronnie. You can't see cuz you're too close to it.  These nervous spells you get. You never had that shit back in school...,u509,GILL,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ronnie', 'PERSON')]",0.2081
L86289,L86287,I bet you did. Just had to get that black cock up in you. I swear to God. What Ronnie sees... you disgust me.,u509,GILL,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ronnie', 'PERSON')]",-0.5574
L86287,L86287,"This thing you got... I've heard people say, you'd fuck a tree if it was handy. I can see that.  But that nigger Tehronne. Thinks he's some player cuz he hustles dope and stolen hubcaps. I mean, I can see a tree. But that piece of shit?",u509,GILL,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Tehronne', 'PERSON')]",-0.9607
L86281,L86281,Jes? Jesse?  Oh shit... Wait... Wait... STOP!,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Jesse', 'PERSON')]",-0.5551
L86259,L86258,You think I'm Ronnie's spy or somethin'? Come tomorrow that dumb- ass gonna be halfway round the world tryin' to keep his head on his shoulders. You think he's gonna be thinkin' about you?,u509,GILL,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ronnie', 'PERSON'), ('tomorrow', 'DATE')]",-0.7998
L86235,L86235,Nothing's gonna happen. Not like everybody over there is in the line of fire with them Arabs blowin' themselves up.,u510,JESSE,?,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Arabs', 'NORP')]",-0.5439
L86231,L86230,"It's so stupid. Says to me that he don't want nothin' to do with no military career. Says he wants to move. Open up an auto shop with his uncle up in Knoxville. I said, okay. How about now? Let's go.",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Knoxville', 'GPE')]",-0.6387
L86172,L86165,Don't you lay a CURSE ON ME!,u517,ROSE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('CURSE', 'GPE')]",0.5697
L86156,L86152,Kept us warm for twelve years.,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('twelve years', 'DATE')]",0.2263
L86150,L86148,"I'm not ready to grow old, Laz. Livin' with you. I feel it. Like I'm one foot in the dirt. Saw it happen to my momma. And that's not gonna happen to me. I got living to do.",u517,ROSE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Laz', 'GPE'), ('Livin', 'PERSON')]",-0.2523
L86149,L86148,"Carryin' on behind my back. Make me out to look like a fool to all our people. Tell me, what's friendly about that?",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Carryin', 'ORG')]",0.4215
L86143,L86143,We leavin' this weekend. Deke got a friend in Mobile gonna get him a job at the water company...,u517,ROSE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('this weekend', 'DATE'), ('Deke', 'PERSON'), ('Mobile', 'GPE')]",0.4939
L86866,L86865,"BOY! YOU KEEP THAT GUN POINTED AT ME!  You need to kill a man, all you gotta have is a good reason.  You know she been here with me, don't cha? Been all over town, givin' up that switch you thought was your own.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('BOY', 'ORG')]",-0.7592
L86920,L86920,"Now that's sharp. That's real sharp. Miss Ella Mae set you up, didn't she? You like it?",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ella Mae', 'ORG')]",-0.4714
L86835,L86831,"Go'on and sing it, I'll play.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[(""Go'on"", 'ORG')]",0.34
L86793,L86793,Are you drunk?  Keep drinkin' water and you won't get a headache in the mornin'.,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Keep', 'PERSON')]",-0.34
L86723,L86722,Right here. Be here all afternoon.  You ready for this?,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('all afternoon', 'TIME')]",0.3612
L86706,L86704,I had love in my heart. And I gave it to one woman. And she gone now.  Where am I gonna put all this love?,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('one', 'CARDINAL')]",0.8555
L86704,L86704,My life is gone. Only life I was livin'. And I lost it.,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('livin', 'PERSON')]",-0.3182
L86611,L86606,"Look it... I put the Goddamn dress on, didn't I? I think I'm handlin' myself with some... fuckin' restraint here... how you got me locked up like a dog on a...",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Goddamn', 'PERSON')]",-0.1531
L86608,L86606,"Good. Now I got the steaks on, potatoes at a boil, and biscuits ready to pop in the oven. R.L. and Lincoln out yonder grillin' up the corn. What do you know how to make?",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('R.L.', 'ORG'), ('Lincoln', 'ORG'), ('grillin', 'PERSON')]",0.6597
L86487,L86485,GIVIN' UP THAT SWITCH LIKE A TRAMP! BEHIND MY BACK AND KILL MY BABY...!,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('TRAMP', 'ORG')]",-0.5837
L86485,L86485,"My God, gal, don't you got no SENSE? I ain't sayin' I ain't weak? Shit. Playin' guitar in the blood-bucket jukes all ya life... a nigga learn how to sin, let me tell you!  I GOT SIN IN ME! I AIN'T GO'N LIE! BUT I GOT RESPECT! AND ALL YOU GOT IS BILE, GAL!",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Playin', 'ORG')]",0.7389
L86484,L86482,"Gal... Matthew ain't doin' shit... this just a story...  Look it. I've seen it in nature, I've seen it in men. Ya got to change up your crop. Cuz that seed ain't gettin' in.  Ya gotta cut this shit out. Got no cause to be up under these fools, ruttin' on ya like you a bitch. Like you somebody's dog. No woman... who joins in union with Almighty God... or man... in the sanctity of marriage... should degrade herself... and bend to ANOTHER MAN'S WILL!",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Matthew', 'PERSON'), ('Ya', 'PERSON')]",-0.9427
L86476,L86476,"My Daddy was one of the first mens to organize soil conservation in these parts. That's a group of farmers, you know, each season they'd rotate the crop. Know why it's best to rotate em like that?",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('one', 'CARDINAL'), ('first', 'ORDINAL')]",0.7717
L86475,L86473,If I break one you gonna shoot me?,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('one', 'CARDINAL')]",-0.34
L86474,L86473,Can't sit all day on that sofa. Need to get your legs strong.,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('all day', 'DATE')]",0.5106
L86454,L86453,"You can holla y'self hoarse. Ain't gonna bend my will.  Right or wrong, you gonna mind me.  Gonna suffer you like Jesus say, to the FAITHLESS and the PERVERSE GENERATION.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Jesus', 'PERSON'), ('FAITHLESS', 'ORG')]",-0.8851
L86444,L86442,"Some crazy Jesus freak, gonna fuck the spirit into me...",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Jesus', 'PERSON')]",-0.7964
L86442,L86442,You some kind'a pervert?,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('pervert', 'PERSON')]",-0.5106
L86440,L86437,"WHAT DO YOU WANT FROM ME?!  WHATEVER YOU GONNA DO TO ME, JUST DO IT! AND LET ME GO!",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('GONNA', 'PERSON')]",0.2905
L86429,L86428,I'm right enough to stand on my own two feet. Now take this Goddamn chain off...,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('two feet', 'QUANTITY'), ('Goddamn', 'ORG')]",-0.561
L86426,L86426,"Now, no harm's come to you... and I aim to keep it that way. Ain't gonna... gonna run a train over ya... or however you call it... see... you was runnin' wild on me... these fever dreams you was havin'... these fits. I'd be chasin' you all night.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('all night', 'TIME')]",0.128
L86425,L86420,Get this Goddamn thing off me!,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Goddamn', 'PERSON')]",-0.5255
L86903,L86902,Don't see generosity much these days. Everything always got a catch. Guess I'm tryin' to say... thank you.,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('these days', 'DATE')]",-0.0521
L86902,L86902,"It got some miles on it, but my boys say she run good. Got fresh 22's on her. Ain't my doin'. That's just how it came to me. Don't worry. Nobody gonna come lookin' for it. I got the pinks... got no problem.  Ain't gonna have my girl ridin' no bus.",u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('some miles', 'QUANTITY'), ('22', 'DATE')]",0.1923
L86398,L86396,"Meanin' like a team of fellas go to work on her and she don't even break a sweat.  She into football, you know. You got a letter on your jacket you get that pussy in ya lap. I ain't playin'.",u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Meanin', 'ORG')]",0.3612
L86389,L86389,First hooked up with that bitch when she was 16. Girl was fuckin' the principal and two of her teachers. You know coach Reynolds?,u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('First', 'ORDINAL'), ('16', 'DATE'), ('two', 'CARDINAL'), ('Reynolds', 'ORG')]",-0.5859
L86356,L86344,"See, that girl is in my favor. You heard me, nigga? You fuck with her rough, and you got me to fuck wit.",u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('nigga', 'PERSON')]",-0.6486
L86348,L86344,"I don't pimp that.  You talkin' about who I think you talkin' about, you mean Rae. Rae Doole. Sexy little split tail, like you say. I can't hook you up with that. I got two girls. One ain't in town, the other one pregnant. So... you on your own.",u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('two', 'CARDINAL'), ('One', 'CARDINAL')]",0.6845
L86345,L86344,"Been years since I fooled with that.  You know a white girl? Dirty blond hair, split down the middle like?",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('years', 'DATE')]",-0.5204
L86342,L86342,Do you call it a game when only one man win each time? I think you call it a damn shame.,u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('only one', 'CARDINAL')]",-0.25
L86931,L86931,"And now these three remain: faith, hope and love. But the greatest of these is love.  Who gives this girl in marriage?",u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('three', 'CARDINAL')]",0.9587
L86792,L86791,"I don't know, but I been told, them Georgia women sweet jelly roll.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Georgia', 'GPE')]",0.6124
L86779,L86777,The fuck are all these people doin' here? Been drinkin' in this shit hole for years ain't seen this many people since I don't know...,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('years', 'DATE')]",-0.8294
L86778,L86777,"What? I called Bojo, like you say. Called up the fellas in the band...",u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Bojo', 'PERSON')]",0.3612
L86670,L86670,"Gotta get that chain off her, Laz. Somethin' like this gets out, you could land in a heap of trouble.",u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Laz', 'GPE')]",-0.0516
L86572,L86570,"You treat folks special when they company. It's just supper, R.L., shit.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('R.L.', 'ORG')]",0.2023
L86565,L86558,"Put yo'self in my shoes. Say you out here, alone, with a beaten, half naked, white woman loves to fuck. I been toe to toe with the law in this town for no more than being black and nearby.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[(""Put yo'self"", 'PERSON'), ('half', 'CARDINAL')]",-0.7003
L86563,L86558,"I haven't laid a hand. On my life, R.L., my wick is dry on this.",u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('R.L.', 'ORG')]",-0.3875
L86562,L86558,"Laz, I know about that girl.  Good number of this town's sinners got my ear, you know.  Oh, Laz. She's had a mess of crabs and them STD's. What'chu thinking?",u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('STD', 'ORG')]",0.1779
L86543,L86541,Somethin' wrong with ya phone? Been callin' the last few days.,u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('the last few days', 'DATE')]",-0.4767
L86578,L86576,That's between her and me. It's private. And I don't want you goin' off and tellin' ya daddy.,u511,LAZARUS,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('tellin', 'GPE')]",-0.0572
L86199,L86198,"Naw... I got it, Mr. Lazarus.  You wanna tip me, best do it in butter beans. Momma say she need a bag 'a yours, none of that store-bought junk. That's what she said.",u512,LINCOLN,?,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Lazarus', 'PERSON'), ('Momma', 'PERSON')]",0.6369
L86884,L86884,"It starts like this... fire... that spreads. Starts in my head. Then moves to my stomach. Then it goes lower. I can stop it sometimes but mostly I just jump on and ride it out... then everything'll go back to normal, you know. Only thing ever took that feeling away was... was... when I met Ronnie.  Cuz I love him so much. He's all I got in my life that's special. And I like taking care of him and helping him when he gets nervous. When I can do that for him... it's like I'm givin' somethin' of myself that I haven't givin' nobody else.",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ronnie', 'PERSON')]",0.9705
L86596,L86589,"I'm gonna tell you somethin', and it's just gonna be between you and me.  I think folks carry on about heaven too much. Like it's some all-you-can- eat buffet up in the clouds. And folks just gonna do as they're told so they can eat what they want behind some pearly gates. I can go to Shoney's for that.",u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Shoney', 'PERSON')]",0.7269
L86591,L86589,"Can I ask you a question?  People always say, you gotta get good with Jesus, if you want not to go to hell. That you say sorry for all you done and... and Jesus would let you go on to heaven.",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Jesus', 'PERSON'), ('Jesus', 'PERSON')]",0.1531
L86586,L86585,I gotta ask you. Why do you think Laz is keepin' you chained like this?,u514,R.L.,M,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Laz', 'PERSON')]",0.3612
L86849,L86847,"Did 'ya have fun with her? Sweet as a peach, I bet. Huh? Huh?",u516,RONNIE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Sweet', 'PERSON')]",0.7808
L86848,L86847,"Ronnie. Please, baby...",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ronnie', 'PERSON')]",0.3182
L86847,L86847,Ain't been a week and you already some nigger's whore? Gill told me. Told me how you and he... you and everybody...,u516,RONNIE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('a week', 'DATE'), ('Gill', 'PERSON')]",-0.6486
L86821,L86814,All them people shoutin' your name like they were doing tonight! Shit! That arm you got'll get'chu on a box of cereal...,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('tonight', 'TIME')]",-0.3987
L86819,L86814,"Holy shit, Ronnie!  You're a fuckin' rock star.",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Ronnie', 'PERSON')]",-0.5983
L86808,L86807,You feelin' sick?,u516,RONNIE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('feelin', 'GPE')]",-0.5106
L86747,L86745,"Now see? Don't do that. I'll go along with all you say about me. But that... you can't pretend no more on that. Cuz I was just a kid, Momma.  I didn't know about any of that stuff he was doin' to me.  And you let him do it. Some big nobody in your life... and you let him do as he wanted... with the only SOMEBODY you had.",u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Momma', 'PERSON')]",0.4168
L86193,L86192,I just like dressin' up in these goddamn blue vests.  Your money ticket get shipped today?,u518,SANDY,?,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('today', 'DATE')]",-0.1531
L86183,L86181,"Alright. How much you need, ho?",u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('ho', 'PERSON')]",0.25
L86181,L86181,"Mobile technology is the new fix for these niggaz, I'm tellin' you. I'm just lookin' ahead.  Anyways, ain't no money in drugs no more with these rednecks popping cough pills like they's Skittles. Hey, that's what you need, girl. Get you some cough medicine. What, you sick?",u519,TEHRONNE,m,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('Skittles', 'PERSON')]",0.2444
L86180,L86174,Stolen phone cards and two-ways is what you sayin'.,u515,RAE,f,m32,black snake moan,2006,7.1,28509,"[, ', d, r, a, m, a, ', ]","[('two', 'CARDINAL')]",-0.4939
L87249,L87247,"Nick, how we gonna bag this guy without any help?  Maybe I should work on that girl Joyce, she speaks the language.",u520,CHARLIE,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Nick', 'PERSON'), ('Joyce', 'PERSON')]",-0.3089
L87162,L87162,Givin' you a book is like givin' a baby a gun.,u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Givin', 'PERSON')]",0.0258
L87146,L87145,Number five with a bullet.,u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Number five', 'CARDINAL')]",0.0772
L87145,L87145,"Nick, have I been a good partner?",u520,CHARLIE,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Nick', 'PERSON')]",0.4404
L87137,L87135,"Hey, come on, big guy like you, cop from New York.  You're gonna be the biggest thing to hit town since Godzilla.",u520,CHARLIE,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('New York', 'GPE'), ('Godzilla', 'PERSON')]",0.3612
L87135,L87135,"I call, right?  I say I got the dreaded thirty six-hour Asian shits from some raw clam and we stretch it into three days.  You and I become a driving force on the local Geisha scene.",u520,CHARLIE,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('thirty', 'CARDINAL'), ('six-hour', 'TIME'), ('Asian', 'NORP'), ('three days', 'DATE'), ('Geisha', 'PERSON')]",-0.7783
L87132,L87130,What are you missing?  Riding your motorcycle to the nurse's house. That shit is sadder than Ethiopia.,u520,CHARLIE,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Ethiopia', 'GPE')]",-0.8481
L87078,L87076,"Charlie, take your gum, stick it under your ass and keep it warm.",u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Charlie', 'PERSON')]",-0.3818
L87072,L87072,"Charlie, don't do anything.  Promise me?",u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Charlie', 'PERSON')]",-0.2411
L87067,L87066,"Eating Scungilli, just like the last time you asked.",u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Eating Scungilli', 'PERSON')]",0.3612
L87062,L87060,"Whoa, I knew you were going to say that.  I absolutely anticipated that, Nick.  But I said to myself, Charlie, Charlie, we can move up on this, so go find Nicklaus... He'll be pissed for a moment, but then it'll dawn on him --",u520,CHARLIE,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Nick', 'PERSON'), ('Charlie', 'PERSON'), ('Charlie', 'PERSON'), ('Nicklaus', 'PERSON')]",-0.7783
L87019,L87018,"You want a popsicle, go to Good Humor.  And don't call me 'pappy.'",u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Good Humor', 'PERSON')]",0.6486
L87238,L87236,That I should let you pay for the drinks.  Kampai.,u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Kampai', 'ORG')]",-0.1027
L87236,L87236,Joyce can be nice.,u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Joyce', 'PERSON')]",0.4215
L87619,L87619,"You know, Nick, we can't lose.",u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Nick', 'PERSON')]",0.3089
L87567,L87566,"I called Ohashi, he'll be waiting.  I like him waiting.",u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Ohashi', 'ORG')]",0.3612
L87566,L87566,"You did great, Ichiro.",u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Ichiro', 'GPE')]",0.6249
L87485,L87484,"For Sugai.  Caviar, French cheese, ham... If you come to apologize for interrupting his meeting, Sugai may feel obligated to see you.",u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Caviar', 'ORG'), ('French', 'NORP')]",-0.2023
L87449,L87445,"Sugai's not going to be impressed with your gun, Nick.  No.  I won't put myself in danger for you anymore.",u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Nick', 'PERSON')]",-0.5994
L87447,L87445,"It's illegal, Nick.",u522,ICH,?,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Nick', 'PERSON')]",-0.5574
L87409,L87408,I want to yank Kobo.,u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Kobo', 'ORG')]",0.0772
L87397,L87397,"If I smell one drop of Scotch on your breath, my friend --",u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('one', 'CARDINAL'), ('Scotch', 'GPE')]",0.2732
L87381,L87378,Smells like Bayonne at low tide.,u525,NICK,m,m33,black rain,1989/I,6.4,16249,"[, ', a, c, t, i, o, n, ', ,,  , ', c, r, i, m, e, ', ,,  , ', d, r, a, m, a, ', ,,  , ', t, h, r, i, l, l, e, r, ', ]","[('Bayonne', 'PERSON')]",0.1027
